CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
62631,LAW,696,Clinical Assistantships,AB,LEC,120158,"Bequette, Andrew W",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59289,LAW,696,Clinical Assistantships,GB,LEC,120158,"Bell, George J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64115,LAW,696,Clinical Assistantships,KF,LEC,120158,"Fischer, Karla A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60392,LAW,696,Clinical Assistantships,MF,LEC,120158,"Frydman, Melissa A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50144,LAW,696,Clinical Assistantships,SLT,LBD,120158,"Tutt, Stacey L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47597,LAW,792,Empirical Methods in Law,A,LCD,120158,"Lawless, Robert M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47682,LAW,792,Immersion Journalism,D,LCD,120158,"Dash, Leon D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65114,LAW,792,Laws of War,JJ,LEC,120158,"Wexler, Lesley M",1,7,4,3,5,4,2,0,0,0,0,0,0,0,3.35
65430,LAW,792,Laws of War,JJG,CNF,120158,"Wexler, Lesley M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65115,LAW,792,Conflict of Laws,KK,LEC,120158,"Brubaker, Ralph E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65116,LAW,792,First Amendment,LL,LEC,120158,"Lash, Kurt T",0,6,3,6,6,1,0,0,0,0,0,0,0,0,3.44
65604,LAW,792,First Amendment,LLG,LEC,120158,"Lash, Kurt T",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65145,LAW,792,Real Estate Transactions,NN,CNF,120158,"Gorman, Jerry",4,8,4,3,11,0,2,1,0,0,0,0,0,0,3.4
65432,LAW,792,Real Estate Transactions,NNG,LEC,120158,"Gorman, Jerry",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65158,LAW,792,Spec Fam Law: Domestic Violen,OO,LCD,120158,"Benson, Sara R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56765,LAW,792,Oil & Gas Law I,P1,CNF,120158,"Trott, Thomas",2,8,3,10,6,3,0,0,0,0,0,0,0,0,3.45
56962,LAW,792,Oil & Gas Law I,P1G,CNF,120158,"Trott, Thomas",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65793,LAW,792,JSD Directed Readings,RL,LEC,120158,"Lawless, Robert M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58453,LAW,792,Advanced Legal Research,S1,LCD,120158,"Healey, Paul D",0,6,11,7,15,0,0,0,0,0,0,0,0,0,3.4
61399,LAW,792,US Corporate Governance,UL,LCD,120158,"White, B J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62241,LAW,792,US Corporate Governance,ULG,LEC,120158,"White, B J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58618,LAW,792,Inn Policy & Biopharm Industry,W1,LCD,120158,"Wasserman, Melissa F",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65429,LAW,792,Inn Policy & Biopharm Industry,W1G,CNF,120158,"Wasserman, Melissa F",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59013,LAW,792,Aircraft Finance,X1,LCD,120158,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59372,LAW,792,Aircraft Finance,X1G,LEC,120158,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52184,LAW,792,Immigration Law,Y,LCD,120158,"Kuenning, Matthew P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52725,LAW,792,Immigration Law,YG,CNF,120158,"Kuenning, Matthew P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47598,LAW,793,IL Civil Procedure & Evidence,A,LCD,120158,"Steigmann, Robert J",7,8,5,3,1,4,0,2,0,0,1,1,1,1,3.26
47599,LAW,793,CFI(Intrv'g Couns & Fact Invt),B,LCD,120158,"Geiler, Lorna K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50134,LAW,793,Family Law Practice,C,LCD,120158,"Blockman, Arnold F",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65146,LAW,793,Adv Legal Writing: App Adv,I,LCD,120158,"Moritz, Shannon M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65147,LAW,793,Adv Legal Writing: App Adv,J,LCD,120158,"Schulte, Aylon",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65394,LAW,793,Adv Legal Writing: App Adv,K,LCD,120158,"Anderson, Sean M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50145,LAW,794,Doing Business in Japan,E,Q,120158,"Yabe, Kozo",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50596,LAW,794,Doing Business in Japan,EG,LCD,120158,"Yabe, Kozo",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54932,LAW,794,Real Estate Development,N,LCD,120158,"Perkins, Scott E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65594,LAW,794,State and Local Taxation,X,LCD,120158,"Holderness, Hayes R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47686,LAW,796,EU Institutions & Governance,A,LCD,120158,"Pahre, Robert D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60268,LAW,796,Int'l Trade Negotiations,L,LCD,120158,"Asquith, Joanne M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60628,LAW,796,Int'l Trade Negotiations,LG,LEC,120158,"Asquith, Joanne M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65118,LAW,796,Globalization,N,LCD,120158,"Keenan, Patrick J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65424,LAW,796,Globalization,NG,LCD,120158,"Keenan, Patrick J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47604,LAW,797,Intro to Intellectual Property,A,LCD,120158,"Kesan, Jay P",0,2,6,4,5,4,0,0,0,0,0,0,0,0,3.29
48684,LAW,797,Intro to Intellectual Property,AG,LCD,120158,"Kesan, Jay P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61622,LAW,797,Digital Forensics,AL1,LEC,120158,"Campbell, R H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50553,LAW,797,Patent Litigation,B,LCD,120158,"Sendek, Timothy",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47606,LAW,798,Federal Tax Policy,B,LCD,120158,"Kaplan, Richard L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
66006,LAW,798,Comp Analysis of Legal Prac,CT,LEC,120158,"Tabb, Charles J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47610,LAW,798,Fact Investigation: JFK Assas,F,LAB,120158,"Van Hagey, William",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61753,LAW,798,Const'l Law Theory Colloq,MM,LCD,120158,"Lash, Kurt T",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62244,LAW,798,Const'l Law Theory Colloq,MMG,LEC,120158,"Lash, Kurt T",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54631,LAW,798,The Legal Profession,S,LCD,120158,"Smith, Bruce",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65516,LAW,798,Ethics & Public Policy,SS,LEC,120158,"Moore, Michael",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65571,LAW,798,Ethics & Public Policy,SSG,LEC,120158,"Moore, Michael",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65623,LAW,798,IL Constitution: Hist & Cont,TT,LCD,120158,"Szala, Scott",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65879,LAW,798,Environmental Policy,UU,LEC,120158,"Hurd, Heidi M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54294,LER,100,Introduction to Labor Studies,AO2,ONL,120158,"Stewart, Beverly L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54105,LER,100,Introduction to Labor Studies,B,ONL,120158,"Ashby, Steven",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54106,LER,100,Introduction to Labor Studies,C,ONL,120158,"Stewart, Beverly L",0,3,5,3,3,1,1,2,2,0,2,3,3,0,2.35
54108,LER,100,Introduction to Labor Studies,E,ONL,120158,"Arnold, Dexter P",0,4,6,3,3,3,1,1,2,0,1,0,4,0,2.63
54109,LER,100,Introduction to Labor Studies,F,ONL,120158,"Ashby, Steven",0,4,4,4,4,0,1,4,0,0,2,0,4,0,2.53
54110,LER,100,Introduction to Labor Studies,G,ONL,120158,"Hawking, Carol J",0,1,2,2,9,6,1,2,1,0,0,0,5,0,2.38
54111,LER,100,Introduction to Labor Studies,H,ONL,120158,"Ashby, Steven",0,3,5,3,5,1,2,1,1,0,0,1,3,1,2.68
54618,LER,100,Introduction to Labor Studies,I,ONL,120158,"Konopacki, Mike",0,6,5,1,5,1,0,4,0,1,0,1,3,1,2.72
55244,LER,100,Introduction to Labor Studies,J,ONL,120158,"Sitler, Donna L",1,3,4,4,4,2,1,1,0,0,2,0,1,3,2.94
55245,LER,100,Introduction to Labor Studies,K,ONL,120158,"Sacco, Michael J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55370,LER,100,Introduction to Labor Studies,L,ONL,120158,"Fauke, Clare A",0,10,0,1,5,0,2,0,3,0,1,0,3,0,2.76
55371,LER,100,Introduction to Labor Studies,M,ONL,120158,"Halker, Clark D",0,4,1,0,5,1,1,1,0,0,1,0,7,1,2.03
54115,LER,110,Labor and Social Movements,A,ONL,120158,"Ashby, Steven",1,6,5,4,6,1,2,1,0,0,0,0,0,0,3.35
54117,LER,110,Labor and Social Movements,B,ONL,120158,"Saute, Robert",0,3,3,5,2,1,1,3,2,0,1,2,3,1,2.4
54118,LER,110,Labor and Social Movements,C,ONL,120158,"Schiavone, Michael",0,5,2,2,4,2,1,2,0,0,1,0,4,0,2.55
54119,LER,110,Labor and Social Movements,D,ONL,120158,"Ashby, Steven",0,5,3,2,5,2,0,3,1,1,0,1,3,0,2.6
55246,LER,110,Labor and Social Movements,E,ONL,120158,"Michael, David A",0,6,7,2,4,3,1,2,1,0,1,0,1,1,3.05
55385,LER,110,Labor and Social Movements,F,ONL,120158,"Schiavone, Michael",0,3,4,2,4,0,1,4,2,1,2,2,4,1,2.2
57354,LER,110,Labor and Social Movements,G,ONL,120158,"Saute, Robert",0,3,3,1,5,3,3,1,1,1,1,0,4,0,2.4
54123,LER,120,Contemporary Labor Problems,A,ONL,120158,"Taylor, Don",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54744,LER,120,Contemporary Labor Problems,B,ONL,120158,"Hershfield, David",0,3,6,4,5,1,0,1,0,1,1,1,5,0,2.5
57120,LER,120,Contemporary Labor Problems,C,ONL,120158,"King, Judith L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57327,LER,120,Contemporary Labor Problems,D,ONL,120158,"Bybee, Roger",0,8,0,0,8,0,1,2,0,0,0,0,5,0,2.6
59437,LER,120,Contemporary Labor Problems,E,ONL,120158,"Taylor, Don",0,3,3,1,2,1,2,3,1,1,0,0,5,2,2.21
54126,LER,220,"The Media, Workers, and Unions",A,ONL,120158,"Franklin, Stephen",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58808,LER,290,Introduction to Employment Law,A,ONL,120158,"Cohen, Margaret L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54446,LER,330,Comparative Labor Relations,A,ONL,120158,"Bruno, Robert A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54197,LER,522,Government Regulation,A,LCD,120158,"Leroy, Michael H",1,37,2,3,0,0,0,0,0,0,0,0,0,0,3.94
56036,LER,523,Org Fundamentals for HR,A,LCD,120158,"Benton, Richard",3,17,3,2,1,0,0,0,0,0,0,0,0,0,3.87
56634,LER,542,Collective Bargaining,B,LCD,120158,"Olson, Craig A",1,7,1,4,8,0,0,0,0,0,0,0,0,0,3.48
54237,LER,543,Workplace Dispute Resolution,A,LCD,120158,"Avgar, Ariel C",5,12,15,6,2,1,0,0,0,0,0,0,0,0,3.69
54224,LER,545,Economics of Human Resources,A,LCD,120158,"Forsythe, Elizabeth C",3,9,4,4,10,4,0,0,0,0,0,0,0,0,3.43
54231,LER,559,Micro Research Methods,A,LCD,120158,"Newman, Daniel A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54198,LER,561,Compensation Systems,A,LCD,120158,"Martocchio, Joseph J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54215,LER,562,HR Planning and Staffing,A,LCD,120158,"Carpenter, Nichelle C",0,16,2,5,2,0,0,0,0,0,0,0,0,0,3.76
54251,LER,564,HR Training and Development,A,LCD,120158,"Martocchio, Joseph J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54217,LER,565,HR Management and Strategy,A,LCD,120158,"Lamare, James R",2,8,10,4,3,1,0,0,0,0,0,0,0,0,3.63
54253,LER,566,International HR Management,A,LCD,120158,"Chen, Ying",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54221,LER,567,Negotiation in HR Decisions,A,LCD,120158,"Cutcher-Gershen, Joel E",1,6,12,1,1,0,0,0,0,0,0,0,0,0,3.73
54223,LER,568,Firm Performance and HR,A,LCD,120158,"Weaver, Andrew",0,7,10,4,11,2,0,0,0,0,0,0,0,0,3.42
54234,LER,590,Collect Bargain Sports & Enter,CB,LCD,120158,"Leroy, Michael H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59058,LER,590,Change Management in HR Orgs,CM,LCD,120158,"Merkin, Steven",8,21,9,5,0,0,0,0,0,0,0,0,0,0,3.85
56034,LER,590,Employee Benefits,EB,LCD,120158,"Martocchio, Joseph J",0,26,2,0,1,0,0,0,0,0,0,0,0,0,3.94
54214,LER,590,Strat HRM and Entrep Organiza,EO,LCD,120158,"Avgar, Ariel C",4,6,7,3,1,1,0,0,0,0,0,0,0,0,3.7
58259,LER,590,Labor & Emp Relations in China,ERC,LCD,120158,"Chen, Ying",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64962,LER,590,"Empl. stress, well-being & saf",EW,LCD,120158,"Park, YoungAh",11,0,3,6,1,0,0,0,0,0,0,0,0,0,3.71
63152,LER,590,HR Data Analytics,HDA,LCD,120158,"Drasgow, Fritz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56035,LER,590,"Health, Sav, Fam Issues Wkpl",N,LCD,120158,"Olson, Craig A",0,8,3,4,12,4,0,0,0,0,0,0,0,0,3.32
54232,LER,591,Employment Relations Systems,A,LCD,120158,"Cardador, Maria T",0,24,15,3,0,0,0,0,0,0,0,0,0,0,3.83
54233,LER,591,Employment Relations Systems,B,LCD,120158,"Cardador, Maria T",1,17,9,2,2,0,0,0,0,0,0,0,0,0,3.8
65544,LER,591,Employment Relations Systems,C,ONL,120158,"Kramer, Amit",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54239,LER,593,Quantitative Methods in LER,AE1,LCD,120158,"Son, Jooyeon",4,12,14,9,0,2,1,0,0,0,0,0,0,0,3.64
54242,LER,593,Quantitative Methods in LER,BE1,LCD,120158,"Son, Jooyeon",8,10,3,5,0,0,5,0,0,0,0,0,0,0,3.59
54226,LER,595,Managing Diversity Globally,A,LCD,120158,"Kramer, Amit",0,20,4,2,3,0,0,0,0,0,0,0,0,0,3.8
65545,LER,597,Employee Motivation & Perfmnce,B,ONL,120158,"Franz, Gentz H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61476,LER,598,Impl High Perf Work Systems,A,LCD,120158,"Cutcher-Gershen, Joel E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31999,LING,100,Intro to Language Science,AD1,DIS,120158,"Drackley, Patrick J",3,4,9,0,5,1,2,0,1,1,0,1,0,1,3.22
32001,LING,100,Intro to Language Science,AD2,DIS,120158,"Kennedy, Megan E",4,6,12,3,1,1,1,0,0,0,0,0,0,0,3.64
32004,LING,100,Intro to Language Science,AD3,DIS,120158,"Kimball, Amelia E",7,7,7,2,2,1,1,2,0,0,0,0,0,0,3.56
32009,LING,100,Intro to Language Science,AD4,DIS,120158,"Kennedy, Megan E",2,10,3,1,3,3,3,0,1,1,0,0,0,0,3.31
64514,LING,100,Intro to Language Science,AD5,DIS,120158,"Kimball, Amelia E",4,4,9,6,2,0,0,1,1,0,0,0,1,0,3.38
45355,LING,111,Language in Globalization,AL1,LCD,120158,"Bhatt, Rakesh M",43,50,12,8,6,2,1,0,0,0,0,1,1,0,3.78
64859,LING,115,Language and Culture in India,MM,LCD,120158,"Mishra, Mithilesh",0,18,5,3,4,1,0,0,0,0,0,0,0,0,3.71
29541,LING,199,Constructed Languages,$RS,LCD,120158,"Shosted, Ryan K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32019,LING,210,Language History,AL1,LEC,120158,"Hermes, Zainab A",10,15,4,2,0,0,0,0,0,0,0,0,0,1,3.91
32023,LING,225,Elements of Psycholinguistics,AL1,LCD,120158,"Tanner, Darren S",4,12,2,6,6,3,3,5,1,1,0,0,1,0,3.12
40360,LING,240,Language in Human History,B,LCD,120158,"Hock, Hans H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32049,LING,250,Language Diversity in the USA,AL1,LCD,120158,"Terkourafi, Marina",7,4,4,1,3,1,1,0,0,0,0,0,0,0,3.62
50500,LING,301,Elements of Syntax,B1,LCD,120158,"Schreiner, Sylvia L",0,11,7,1,4,4,1,1,0,0,0,0,1,0,3.33
30893,LING,307,Elmnts Semantics & Pragmatics,A,LCD,120158,"Schreiner, Sylvia L",3,12,3,4,5,5,2,1,1,0,0,2,1,0,3.14
33271,LING,400,Intro to Linguistic Structure,G2,LCD,120158,"Schreiner, Sylvia L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30894,LING,401,Intro to General Phonetics,G,LCD,120158,"Shosted, Ryan K",1,21,1,1,7,3,1,2,0,0,0,1,1,0,3.39
43108,LING,402,Tools & Tech Spch & Lang Proc,A,LCD,120158,"Schwartz, Lane O",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42707,LING,404,Bangla Language,BAN,LCD,120158,"Mishra, Mithilesh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33275,LING,430,Intro to East Asian Ling,MH,LCD,120158,"Hayashi, Makoto",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35282,LING,450,Sociolinguistics I,F,LCD,120158,"Bhatt, Rakesh M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63261,LING,489,Theoretical Foundations of SLA,U3,LCD,120158,"Montrul, Silvina A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65072,LING,490,Tools for Big Data,LS,LCD,120158,"Schwartz, Lane O",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56284,LING,490,Special Topics in Linguistics,RG,LCD,120158,"Girju, Corina R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30896,LING,501,Syntax I,L,LCD,120158,"Yoon, Hye Suk J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41713,LING,504,Practicum,A,LCD,120158,"Yoon, Hye Suk J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43184,LING,506,Topics in Computational Ling,A,LCD,120158,"Girju, Corina R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61130,LING,520,Acoustic Phonetics,A,LCD,120158,"Shosted, Ryan K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54433,LING,542,Phonology II,A1,LCD,120158,"Cole, Jennifer S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30920,LIS,351,Design Info Interfaces,A,LCD,120158,"Ginger, Jeffrey A",0,11,3,3,1,5,0,0,0,0,0,0,0,0,3.54
32081,LIS,403,Lit and Resources Children,AG,LCD,120158,"Bush, Elizabeth K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41618,LIS,403,Lit and Resources Children,LEA,ONL,120158,"Hayes, Melissa M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45610,LIS,403,Lit and Resources Children,LEB,ONL,120158,"Mitts Smith, Debra A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60361,LIS,451,Intro to Network Systems,A4,LEC,120158,"Wolske, Martin B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30870,LIS,452,Foundations Info Proc in LIS,AG,LCD,120158,"Evans, Craig S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45611,LIS,452,Foundations Info Proc in LIS,LE,ONL,120158,"Torvik, Vetle I",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54301,LIS,453,Systems Analysis and Mgt,LE,ONL,120158,"Trainor, Kevin",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30867,LIS,458,Instruction and Assistance Sys,AG,LCD,120158,"Cooke, Nicole A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50207,LIS,458,Instruction and Assistance Sys,LEA,ONL,120158,"Wong, Melissa A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54501,LIS,490,Introduction to Databases,DB,LCD,120158,"Blake, Catherine L",2,6,7,2,2,0,0,1,0,0,0,0,1,1,3.45
60123,LIS,490,Introduction to Databases,DBL,ONL,120158,"Weible, John D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65725,LIS,490,E-Government,EGC,ONL,120158,"Gant, Jon P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51979,LIS,490,E-Government,EGL,ONL,120158,"Gant, Jon P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65567,LIS,490,Intro to Data Science,IDS,LCD,120158,"Stodden, Victoria",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
