CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
36741,ACE,161,Microcomputer Applications,N1,LBD,120158,"Lo, Alexander C",0,10,0,0,10,0,0,3,0,0,0,0,1,0,3.17
36752,ACE,161,Microcomputer Applications,N2,ONL,120158,"Rogalla, Valerie",0,33,0,0,9,0,0,4,0,0,2,0,0,1,3.52
36742,ACE,161,Microcomputer Applications,R,LBD,120158,"Rogalla, Valerie",0,10,0,0,6,0,0,5,0,0,2,0,0,1,3.04
36744,ACE,161,Microcomputer Applications,T,LBD,120158,"Rogalla, Valerie",0,14,0,0,10,0,0,1,0,0,0,0,0,0,3.52
62830,ACE,199,Dev of Food and Ag Policy,FAP,LCD,120158,"Coppess, Jonathan",5,6,3,4,3,1,0,0,0,0,0,0,0,0,3.64
61499,ACE,199,Multimedia Videography Project,MVP,LAB,120158,"Barnard, Jessa M",0,20,1,1,1,0,0,0,0,0,0,0,0,0,3.91
58547,ACE,199,Introduction to Sales,SPS,CNF,120158,"Irani, Kaizad R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61563,ACE,210,Environmental Economics,AL1,LEC,120158,"Christensen, Peter",9,18,21,25,27,23,6,12,4,5,0,1,2,0,3.02
29698,ACE,222,Agricultural Marketing,S,LCD,120158,"Stoddard, Paul B",28,62,22,22,22,11,7,6,2,1,0,0,2,0,3.47
51717,ACE,240,Personal Financial Planning,AL1,LEC,120158,"Stoddard, Paul B",9,45,36,22,24,10,3,7,4,1,7,2,3,1,3.22
49101,ACE,251,The World Food Economy,AL1,LEC,120158,"Winter-Nelson, Alex E",6,34,32,25,19,25,12,12,4,2,1,1,0,0,3.16
49417,ACE,255,Econ of US Rural Poverty & Dev,M,LCD,120158,"Allen-Smith, Joyce E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31419,ACE,261,Applied Statistical Methods,AL1,LEC,120158,"Rouhi Rad, Mani",0,6,10,8,12,14,6,6,1,3,2,0,1,1,2.82
52038,ACE,306,Food Law,P,LCD,120158,"Endres, A B",2,9,11,4,11,1,1,0,0,0,0,0,1,0,3.39
65063,ACE,341,Issues in Agribus Mkts & Mgmt,AMM,LCD,120158,"Barnard, Jessa M",13,8,2,1,1,2,0,0,0,0,0,0,0,0,3.82
65167,ACE,341,Issues in Cons Econ & Finance,CEF,LCD,120158,"Miller, Theresa S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65064,ACE,341,Contemp Issues Financial Plng,CFP,LCD,120158,"Miller, Theresa S",0,19,2,1,0,0,0,0,0,0,0,0,0,0,3.94
44207,ACE,341,Issues in AgAccy and FinAg,FAA,LCD,120158,"Finnegan, Ann B",3,8,7,2,5,0,0,0,0,0,0,0,0,0,3.65
53592,ACE,345,Finan Decision Indiv Sm Bus,X,LCD,120158,"Paulson, Nicholas D",0,51,30,24,9,6,3,0,1,1,0,0,0,0,3.58
60156,ACE,346,Tax Policy and Finan Planning,A,LCD,120158,"Breen, John",8,25,13,8,8,2,0,0,0,0,0,0,0,0,3.68
59183,ACE,398,App Tools/Concepts Bus Plng,BP,LCD,120158,"Paulson, Nicholas D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62829,ACE,411,Environment and Development,B,LCD,120158,"Baylis, Katherine R",11,6,9,6,5,3,1,3,0,0,0,1,0,0,3.41
64899,ACE,427,Commodity Price Analysis,M,LCD,120158,"Mallory, Mindy L",0,8,8,15,15,6,1,3,0,0,0,0,0,0,3.23
43123,ACE,428,Commodity Futures and Options,T,LCD,120158,"Peterson, Paul E",5,13,23,13,14,8,4,8,1,3,1,0,2,1,3.11
57775,ACE,432,Farm Management,M,LCD,120158,"Kuethe, Todd H",9,10,7,3,0,0,0,1,0,0,0,0,0,0,3.79
29710,ACE,435,Global Agribusiness Management,UG,LCD,120158,"Michelson, Hope C",6,17,19,14,20,8,3,2,3,0,0,0,0,0,3.32
51727,ACE,444,Finan Serv & Invest Plan,GR,LCD,120158,"Schnitkey, Gary D",1,27,4,2,9,3,1,0,0,0,0,0,0,1,3.64
56181,ACE,444,Finan Serv & Invest Plan,GR2,LCD,120158,"Schnitkey, Gary D",4,18,8,4,4,5,1,0,0,0,0,1,0,0,3.57
51922,ACE,447,Case Stud Agr Accy & Fin Plan,C,LCD,120158,"Ellinger, Paul N",2,16,12,4,1,2,0,0,0,0,0,0,0,0,3.72
36266,ACE,454,Econ Dev of Tropical Africa,GR,LCD,120158,"Allen-Smith, Joyce E",3,4,0,4,14,5,0,4,0,2,1,0,0,0,2.97
56174,ACE,455,Intl Trade in Food and Agr,M,LCD,120158,"Baylis, Katherine R",16,12,8,8,8,4,2,3,0,1,0,1,1,0,3.36
61497,ACE,471,Consumer Economic Policy,B,LCD,120158,"Arends-Kuenning, Mary P",14,7,4,0,1,0,0,0,0,0,0,0,0,0,3.91
29725,ACE,500,Applied Economic Theory,B,LCD,120158,"Mallory, Mindy L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29727,ACE,501,Risk and Info: Theory and App,C,LCD,120158,"Nelson, Charles H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36278,ACE,510,Adv Natural Resource Economics,N,LCD,120158,"Ando, Amy W",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47370,ACE,520,Food Commodity Markets,T,LCD,120158,"Serra Devesa, Maria Teres",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29715,ACE,562,Applied Regression Models I,C,LCD,120158,"Crost, Benjamin",3,19,12,5,4,0,0,0,0,0,0,0,0,0,3.74
48582,ACE,564,Applied Regression Models II,C,LCD,120158,"Crost, Benjamin",1,15,9,3,1,2,0,0,0,0,0,0,0,0,3.72
63389,ACE,592,Economic Research Methodology,ERU,LCD,120158,"Ellison, Brenna",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59238,ACE,592,Graduate Internship Experience,GIE,CNF,120158,"Ando, Amy W",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65581,ACE,592,Law and Regulation,LR,LCD,120158,"Kesan, Jay P",0,7,6,6,2,0,0,1,0,0,0,0,0,0,3.55
46046,ACE,592,Microeconomics,ME,LCD,120158,"Kirwan, Barrett E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51577,ACES,101,Contemporary Issues in ACES,AD1,DIS,120158,"Yin, Yun",5,10,3,0,1,2,0,1,0,1,0,0,1,0,3.45
62120,ACES,101,Contemporary Issues in ACES,AD2,DIS,120158,"Tran, Steve",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51579,ACES,101,Contemporary Issues in ACES,ADA,DIS,120158,"Sloffer, Elizabeth M",6,3,9,1,2,0,1,1,1,0,1,0,0,0,3.41
51580,ACES,101,Contemporary Issues in ACES,ADB,DIS,120158,"Wooten, Jessica M",13,6,6,1,1,1,1,0,0,0,0,0,0,1,3.77
51581,ACES,101,Contemporary Issues in ACES,ADC,DIS,120158,"Tran, Steve",15,5,1,2,0,1,1,0,0,0,0,0,0,0,3.81
51584,ACES,101,Contemporary Issues in ACES,ADF,DIS,120158,"Wooten, Jessica M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51586,ACES,101,Contemporary Issues in ACES,ADH,DIS,120158,"Heinrichs, Pamela A",13,7,3,1,0,2,1,0,1,0,0,0,1,1,3.58
51587,ACES,101,Contemporary Issues in ACES,ADI,DIS,120158,"Warfield, Ashley",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51588,ACES,101,Contemporary Issues in ACES,ADJ,DIS,120158,"Heinrichs, Pamela A",11,11,3,2,0,0,0,1,0,0,0,0,0,0,3.85
51589,ACES,101,Contemporary Issues in ACES,ADK,DIS,120158,"Luchini, Virginia",20,4,4,0,0,0,1,0,0,0,0,0,0,0,3.9
51590,ACES,101,Contemporary Issues in ACES,ADL,DIS,120158,"Granger, Kyle L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51591,ACES,101,Contemporary Issues in ACES,ADM,DIS,120158,"Sloffer, Elizabeth M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51592,ACES,101,Contemporary Issues in ACES,ADN,DIS,120158,"Granger, Kyle L",22,5,1,1,1,0,0,0,0,0,0,0,0,0,3.93
51594,ACES,101,Contemporary Issues in ACES,ADP,DIS,120158,"Granger, Kyle L",20,5,1,1,3,0,0,0,0,0,0,0,0,0,3.87
51595,ACES,101,Contemporary Issues in ACES,ADQ,DIS,120158,"Heinrichs, Pamela A",12,11,4,1,1,0,0,0,1,0,0,0,0,0,3.82
51596,ACES,101,Contemporary Issues in ACES,ADR,DIS,120158,"Tran, Steve",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51598,ACES,101,Contemporary Issues in ACES,ADT,DIS,120158,"Warfield, Ashley",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51599,ACES,101,Contemporary Issues in ACES,ADU,DIS,120158,"Hamann, Angela N",10,11,3,1,2,0,1,1,0,0,0,0,1,0,3.62
51600,ACES,101,Contemporary Issues in ACES,ADV,DIS,120158,"Hamann, Angela N",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51601,ACES,101,Contemporary Issues in ACES,ADW,DIS,120158,"Granger, Kyle L",21,1,3,2,1,1,0,0,0,0,0,0,0,0,3.84
51602,ACES,101,Contemporary Issues in ACES,ADZ,DIS,120158,"Luchini, Virginia",13,8,4,2,1,0,0,0,0,0,0,0,0,0,3.87
61977,ACES,179,History of Ag in IL Since 1860,A,ONL,120158,"Reid, Debra A",1,6,3,2,6,0,1,2,0,0,0,0,1,0,3.18
61978,ACES,179,History of Ag in IL Since 1860,B,ONL,120158,"Reid, Debra A",2,3,5,2,7,3,0,2,0,1,1,1,1,0,2.89
65982,ACES,298,P-H Loss Reductn Conf in Rome,SL1,CNF,120158,"Lee, Soo-Yeun",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51741,ACES,409,Bioenergy Systems,AL1,LCD,120158,"Anderson, Eric",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56772,ACES,509,Advanced Bioenergy Systems,AL1,LCD,120158,"Blaschek, Hans-Peter M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61084,ADV,150,Introduction to Advertising,B,LCD,120158,"Hall, Steven R",3,36,3,3,7,1,0,1,0,0,0,0,0,0,3.75
61085,ADV,150,Introduction to Advertising,C,LCD,120158,"Hall, Steven R",37,135,15,13,70,8,5,28,0,1,4,0,8,1,3.37
29743,ADV,199,Creativity Conquers the World,A,LCD,120158,"Meron, Shachar",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51609,ADV,199,Selling the Presidency,C,LCD,120158,"Chambers, Jason P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51610,ADV,199,The Audience Marketplace,M,LCD,120158,"Clifton, Brett S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45303,ADV,199,The Communications Industry,S,LCD,120158,"Hall, Steven R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61086,ADV,281,Advertising Research Methods,A,LCD,120158,"Sar, Sela",0,4,30,18,26,6,5,2,0,0,0,0,0,0,3.25
62716,ADV,283,"Content, Contact, Connections",C,LEC,120158,"Raquel, Steve A",0,25,23,2,0,0,0,0,0,0,0,0,0,0,3.82
64451,ADV,283,"Content, Contact, Connections",D,LEC,120158,"Raquel, Steve A",0,21,21,5,1,0,0,0,0,0,0,0,0,0,3.77
65173,ADV,283,"Content, Contact, Connections",E,LEC,120158,"Gilliland, Mary L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62721,ADV,284,Consumer Insight,D,LEC,120158,"Duff, Brittany",1,27,11,7,2,0,1,0,0,1,0,0,0,0,3.71
65174,ADV,284,Consumer Insight,E,LCD,120158,"Das, Susmita",0,3,11,11,14,9,1,0,0,0,0,0,0,0,3.21
57971,ADV,310,Intro to Public Relations,A,LCD,120158,"Yao, Mike Z",9,23,22,10,12,7,2,8,8,3,2,0,1,0,3.15
62725,ADV,312,Advertising History,B,LEC,120158,"Chambers, Jason P",0,3,11,7,3,1,2,1,0,0,0,0,2,0,3.13
57969,ADV,350,Writing for Public Relations,A,LCD,120158,"Wirtz, John",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57970,ADV,350,Writing for Public Relations,B,LCD,120158,"Tate, Alexis M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61087,ADV,390,Content Creation,A,LCD,120158,"Sheldon, Peter S",0,6,11,17,37,27,16,10,2,1,0,0,0,0,2.88
61088,ADV,393,Advertising and Society,A,LCD,120158,"Cate, Shannon L",27,13,13,4,1,1,0,1,0,0,0,0,0,0,3.81
64821,ADV,409,Media Entrepreneurship,1,LCD,120158,"Clifton, Rhiannon L",0,5,5,16,0,0,0,1,0,0,0,0,0,0,3.47
51297,ADV,410,Advanced Public Relations,B,LCD,120158,"Wirtz, John",1,10,11,5,22,5,2,0,1,0,0,0,0,1,3.28
53225,ADV,452,Creative Concepts I,BU,LCD,120158,"Sheldon, Peter S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62726,ADV,460,Innovation in Advertising,B,LEC,120158,"Ham, Chang Dae",0,37,15,9,5,4,0,0,0,0,0,0,0,0,3.7
61094,ADV,460,Innovation in Advertising,C,LCD,120158,"Ham, Chang Dae",0,23,3,4,1,0,0,0,0,0,0,0,0,0,3.85
61095,ADV,478,Psychology of Advertising,R,LCD,120158,"Vargas, Patrick T",1,4,0,0,9,0,4,2,1,0,0,0,0,0,2.95
29757,ADV,483,Audience Analysis,A,LCD,120158,"Clifton, Rhiannon L",0,2,11,19,15,3,3,2,0,0,0,0,0,0,3.19
51300,ADV,483,Audience Analysis,B,LCD,120158,"Sar, Sela",1,6,33,5,3,0,1,2,0,0,0,0,0,0,3.55
63724,ADV,490,Media Sales Capstone,BC,CNF,120158,"Clifton, Brett S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59683,ADV,490,Sports PR,R,LCD,120158,"Lewis, Jonothan B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62727,ADV,498,The Sandage Project,A,LCD,120158,"Meron, Shachar",0,20,6,0,1,0,0,0,0,0,0,0,0,0,3.89
64458,ADV,498,The Sandage Project,B,LCD,120158,"Meron, Shachar",0,19,5,1,1,0,0,0,0,0,0,0,0,0,3.87
64459,ADV,498,The Sandage Project,C,LCD,120158,"Meron, Shachar",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64822,ADV,509,Media Entrepreneurship,1,LCD,120158,"Clifton, Rhiannon L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29768,ADV,550,Foundations of Advertising,A,LCD,120158,"Chambers, Jason P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57980,ADV,580,Advertising Theory,A,LCD,120158,"Duff, Brittany",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46662,ADV,582,Qualitative Rsrch in Advert,D,LCD,120158,"Nelson, Michelle R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29771,ADV,587,Graduate Seminar I,A,LCD,120158,"Vargas, Patrick T",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42739,ADV,590,Innovation in Advertising,C,LCD,120158,"Ham, Chang Dae",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64833,ADV,594,Cognitive Approaches to Media,G,LCD,120158,"Wise, Kevin R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46515,AE,100,Intro to Aerospace Engineering,AD1,LCD,120158,"Woodard, Brian S",1,18,10,5,4,1,0,0,0,0,0,1,0,0,3.62
63909,AE,100,Intro to Aerospace Engineering,AD2,LCD,120158,"Jonkouski, Gail C",26,14,4,3,5,0,0,2,1,0,0,0,0,0,3.73
61243,AE,199,Computer Aided Design,CD1,LBD,120158,"Woodard, Brian S",0,15,5,4,1,3,0,0,0,0,0,0,1,0,3.54
63338,AE,199,Computer Aided Design,CD2,LBD,120158,"Woodard, Brian S",0,19,10,6,3,3,1,0,0,0,0,0,1,0,3.54
65771,AE,199,Space System Seminar,ROC,LEC,120158,"Geubelle, Philippe H",33,6,0,0,0,0,1,0,0,0,0,0,0,0,3.96
62350,AE,199,Student Aircraft Builders,SAB,LCD,120158,"Geubelle, Philippe H",0,20,0,0,1,0,0,0,0,0,0,0,0,0,3.95
55736,AE,202,Aerospace Flight Mechanics,A,LCD,120158,"Ghosh, Alexander R",4,9,11,7,4,6,1,2,4,0,2,0,3,0,2.99
64340,AE,298,Research Seminar Mentoring,RES,LBD,120158,"Woodard, Brian S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29785,AE,311,Incompressible Flow,A,LCD,120158,"Ansell, Phillip J",1,16,8,8,7,4,2,5,1,1,0,0,1,0,3.21
65772,AE,311,Incompressible Flow,B,LEC,120158,"Dutton, J C",1,16,2,2,24,0,1,11,0,0,1,0,0,0,3.09
29786,AE,321,Mechs of Aerospace Structures,A,LCD,120158,"James, Kai",7,17,13,12,23,8,11,9,7,3,2,0,4,1,2.89
29788,AE,352,Aerospace Dynamical Systems,A,LCD,120158,"Bretl, Timothy W",45,26,12,6,7,6,8,0,3,1,1,0,6,0,3.4
29794,AE,402,Orbital Mechanics,A,LCD,120158,"Coverstone, Victoria L",1,25,14,4,8,7,0,0,0,0,0,0,0,1,3.61
63683,AE,402,Orbital Mechanics,ONL,ONL,120158,"Coverstone, Victoria L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29800,AE,412,Viscous Flow & Heat Transfer,A,LCD,120158,"Brewster, M Q",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62174,AE,412,Viscous Flow & Heat Transfer,ONL,ONL,120158,"Brewster, M Q",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29803,AE,416,Applied Aerodynamics,A,LCD,120158,"Selig, Michael S",1,9,6,6,2,2,2,1,1,1,0,0,1,0,3.24
63684,AE,416,Applied Aerodynamics,ONL,ONL,120158,"Selig, Michael S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63686,AE,433,Aerospace Propulsion,ONL,ONL,120158,"Bodony, Daniel J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57765,AE,442,Aerospace Systems Design I,A1,LCD,120158,"Jonkouski, Gail C",19,25,5,1,0,1,0,1,0,0,0,0,0,0,3.89
65773,AE,442,Aerospace Systems Design I,HYP,LEC,120158,"Elliott, Gregory S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57766,AE,442,Aerospace Systems Design I,S1,LCD,120158,"Putnam, Zachary R",0,11,0,0,17,0,0,7,0,0,3,0,2,1,2.8
51603,AE,451,Aeroelasticity,A,LCD,120158,"Balajewicz, Maciej",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63687,AE,451,Aeroelasticity,ONL,ONL,120158,"Balajewicz, Maciej",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53832,AE,454,Systems Dynamics & Control,A,LCD,120158,"Namachchivaya, N S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36450,AE,460,Aerodynamics & Propulsion Lab,AE1,LCD,120158,"Elliott, Gregory S",0,59,26,16,5,0,0,0,0,0,0,0,0,0,3.77
57767,AE,483,Aerospace Decision Algorithms,AE1,LCD,120158,"Gao, Xingxin",5,30,29,9,11,2,1,0,2,0,1,0,1,1,3.53
65949,AE,483,Aerospace Decision Algorithms,AE2,LCD,120158,"Gao, Xingxin",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65312,AE,498,Advanced Aerospace Structures,AS,LCD,120158,"Bergman, Lawrence A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60032,AE,498,Aerospace Flight Vehicle Sys,AS3,LCD,120158,"D'Urso, Steven J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51788,AE,498,Multifunctional Materials Syst,MM,LCD,120158,"White, Scott R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54708,AE,523,Nanoscale Contact Mechanics,A,LCD,120158,"Chasiotis, Ioannis",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54326,AE,529,Viscoelasticity Theory,A,LCD,120158,"Hilton, Harry H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65317,AE,529,Viscoelasticity Theory,ONL,ONL,120158,"Hilton, Harry H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60267,AE,542,Aerospace Syst Engineering I,AS1,LEC,120158,"D'Urso, Steven J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39797,AE,556,Robust Control,A,LCD,120158,"Voulgaris, Petros G",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65309,AE,598,Uncertainty Quantification,UQ,LCD,120158,"Freund, Jonathan",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31226,AFAS,111,Found of the US Air Force I,O,LCD,120158,"Sullivan, Shane",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31230,AFAS,111,Found of the US Air Force I,Q,LCD,120158,"Sullivan, Shane",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31236,AFAS,221,Evolution Air & Space Power I,J,LCD,120158,"Campbell, Michelle M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50669,AFAS,221,Evolution Air & Space Power I,Q,LCD,120158,"Campbell, Michelle M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31241,AFAS,331,USAF Leadership Studies I,X,LCD,120158,"Campbell, Michelle M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31245,AFAS,341,Nat Sec Afrs/Prep Actv Duty I,Z,LCD,120158,"Sullivan, Shane",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49318,AFRO,100,Intro to African American St,AD1,DIS,120158,"McMillion, Desiree Y",4,4,8,1,2,3,0,1,0,0,0,0,0,0,3.51
49320,AFRO,100,Intro to African American St,AD3,DIS,120158,"McMillion, Desiree Y",4,4,8,1,3,3,1,2,1,2,0,0,0,0,3.18
47705,AFRO,101,"Black America, 1619-Present",AD2,DIS,120158,"McDuffie, Erik S",3,9,6,6,7,0,0,0,2,0,0,0,0,1,3.46
47707,AFRO,101,"Black America, 1619-Present",AD3,DIS,120158,"McDuffie, Erik S",2,2,8,7,2,1,0,0,0,0,0,0,0,0,3.52
65523,AFRO,150,Stress & Health in Urban Comm,GCL,LCD,120158,"Mendenhall, Ruby",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65004,AFRO,199,African Dance,AF1,LAB,120158,"Nance, Curtis K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57813,AFRO,226,Black Women Contemp US Society,RM,LCD,120158,"McKee, Malaika W",2,6,2,6,3,0,3,0,0,0,0,0,0,0,3.42
64947,AFRO,298,Black Lives Matter: Human Righ,FH,LCD,120158,"Harrison, Faye V",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57819,AFRO,382,African Amer Families in Film,RJ,LCD,120158,"Jarrett, Robin L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63032,AFRO,481,Urban Communities & Public Pol,1U,LCD,120158,"Conwill, William L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65191,AFRO,498,Critical Ethnic Studies,JRG,LCD,120158,"Rana, Junaid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47890,AFST,210,Intro to Mod African Lit,M,LCD,120158,"Basu, Manisha",0,4,8,4,5,1,1,1,0,0,0,0,0,0,3.36
